CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0670,60,1,80311,6,0,,0
CUST0671,28,0,137113,4,0,1,0
CUST0672,35,0,130331,6,0,2,0
CUST0673,64,1,94412,8,1,10,0
CUST0674,29,0,113780,3,1,8,0
CUST0675,26,1,82196,4,0,4,0
CUST0676,27,0,98705,1,1,4,0
CUST0677,61,1,87537,4,1,8,0
CUST0678,34,1,112640,9,0,9,0
CUST0679,55,1,132437,8,0,2,0
CUST0680,24,1,39591,4,0,13,0
CUST0681,63,1,122247,7,1,3,0
CUST0682,30,0,73893,3,1,6,0
CUST0683,60,0,29651,9,0,1,0
CUST0684,59,1,,4,0,7,0
CUST0685,26,0,68822,2,0,4,0
CUST0686,67,1,126547,5,1,14,0
CUST0687,44,0,140336,2,1,1,0
CUST0688,19,0,128399,6,0,2,0
CUST0689,22,0,137113,1,0,14,0
CUST0690,46,0,113534,6,0,8,0
CUST0691,54,1,35929,4,1,4,0
CUST0692,55,0,85091,3,0,7,0
CUST0693,36,0,105378,2,0,1,0
CUST0694,25,1,48519,7,1,13,0
CUST0695,,0,42393,9,0,6,0
CUST0696,62,1,1000000,3,1,6,0
CUST0697,18,0,99531,6,0,7,0
CUST0698,39,1,119192,9,0,,0
CUST0699,69,1,72934,2,1,1,0
CUST0700,34,0,130796,7,0,10,0
CUST0701,24,0,135805,5,0,14,0
CUST0702,42,1,108657,5,0,8,0
CUST0703,62,1,,7,0,1,0
CUST0704,21,0,143089,9,0,10,0
CUST0705,53,1,114367,,1,5,0
CUST0706,23,1,38265,9,1,100,0
CUST0707,48,0,30424,9,1,13,0
CUST0708,,0,45625,4,0,1,0
CUST0709,61,1,104622,3,1,3,0
CUST0710,56,0,54187,2,1,1,0
CUST0711,44,0,60929,9,0,3,0
CUST0712,27,0,86892,2,0,1,0
CUST0713,43,0,45539,6,0,11,0
CUST0714,36,1,81630,5,1,1,0
CUST0715,56,1,115639,5,0,10,0
CUST0716,20,1,118410,4,1,2,0
CUST0717,62,0,,6,0,7,0
CUST0718,30,1,64385,5,1,4,0
CUST0719,67,0,112580,,0,3,0
CUST0720,48,1,102462,9,0,4,0
CUST0721,37,1,138396,5,0,5,0
CUST0722,45,0,122037,3,0,5,0
CUST0723,25,1,120310,6,1,4,0
CUST0724,58,1,50008,1,1,11,0
CUST0725,56,0,,5,0,10,0
CUST0726,18,1,108096,6,0,11,0
CUST0727,20,0,114876,8,0,5,0
CUST0728,30,0,49976,9,0,8,0
CUST0729,45,1,141995,3,0,4,0
CUST0730,66,0,149984,1,1,12,0
CUST0731,42,0,52626,4,1,5,0
CUST0732,50,1,123256,8,0,3,0
CUST0733,55,1,125537,8,0,12,0
CUST0734,23,1,84789,3,0,2,0
CUST0735,61,0,29700,4,0,12,0
CUST0736,62,1,138324,3,0,11,0
CUST0737,49,0,,2,0,5,0
CUST0738,62,0,149820,4,0,10,0
CUST0739,64,0,98396,6,0,10,0
CUST0740,38,1,32526,5,0,4,0
CUST0741,33,1,128863,3,0,3,0
CUST0742,38,0,64500,2,0,4,0
CUST0743,28,1,93049,9,1,6,0
CUST0744,54,1,98366,1,1,1,0
CUST0745,53,1,105317,9,1,13,0
CUST0746,52,1,,1,0,14,0
CUST0747,36,0,81096,7,0,1,0
CUST0748,,1,32910,6,0,10,0
CUST0749,35,1,106383,7,0,12,0
CUST0750,64,1,101002,,1,1,0
CUST0751,62,0,75248,3,0,1,0
CUST0752,66,0,99656,1,0,,0
CUST0753,31,1,26951,4,0,12,0
CUST0754,32,0,90212,2,0,4,0
CUST0755,48,0,100701,,1,13,0
CUST0756,18,0,104888,3,0,,0
CUST0757,20,0,100282,7,0,12,0
CUST0758,33,1,134274,7,0,4,0
CUST0759,43,1,119533,9,1,14,0
CUST0760,28,1,,6,0,13,0
CUST0761,29,1,114719,1,0,6,0
CUST0762,27,0,33804,8,0,13,0
CUST0763,49,1,117705,1,1,13,0
CUST0764,33,1,25595,,0,14,0
CUST0765,25,0,54592,5,0,5,0
CUST0766,55,0,65643,8,1,1,0
CUST0767,,1,148721,9,1,2,0
CUST0768,41,1,87665,7,0,4,0
CUST0769,45,1,45823,9,1,3,0
CUST0770,,0,30972,3,0,13,0
CUST0771,45,1,40882,5,1,10,0
CUST0772,53,1,91394,8,0,5,0
CUST0773,43,0,96055,1,0,7,0
CUST0774,25,1,48769,8,1,7,0
CUST0775,67,0,54751,7,1,2,0
CUST0776,45,1,67748,1,0,3,0
CUST0777,45,1,127621,6,1,1,0
CUST0778,54,0,114541,1,0,1,0
CUST0779,58,0,72113,2,1,12,0
CUST0780,53,1,37879,5,0,8,0
CUST0781,44,0,58798,2,0,14,0
CUST0782,34,0,,1,0,,0
CUST0783,26,0,114826,6,0,9,0
CUST0784,50,1,71073,8,0,9,0
CUST0785,37,0,100791,8,0,1,0
CUST0786,30,1,91983,8,0,11,0
CUST0787,45,1,68005,6,1,5,0
CUST0788,65,1,123509,3,0,13,0
CUST0789,46,1,27850,1,0,6,1
CUST0790,30,0,53400,2,0,5,0
CUST0791,63,1,149948,5,0,7,0
CUST0792,52,1,36953,5,0,8,0
CUST0793,23,0,,1,0,7,0
CUST0794,35,1,48535,1,0,5,1
CUST0795,68,1,100536,9,0,7,0
CUST0796,22,1,100039,2,0,9,0
CUST0797,64,1,148682,7,0,14,0
CUST0798,42,1,106029,4,1,14,0
CUST0799,19,0,29055,7,0,9,0
CUST0800,,1,63170,8,1,,0
CUST0801,47,1,,,0,13,0
CUST0802,67,0,137317,1,1,7,0
CUST0803,62,0,124976,4,0,1,0
CUST0804,22,1,53251,3,0,1,0
CUST0805,50,0,29532,5,1,11,0
CUST0806,18,1,29924,6,0,2,0
CUST0807,32,1,73037,2,0,6,0
CUST0808,49,0,105715,7,0,,0
CUST0809,64,1,117115,3,1,7,0
CUST0810,66,0,98646,1,0,8,0
CUST0811,28,1,,3,0,5,0
CUST0812,38,0,2000000,9,1,1,0
CUST0813,43,1,,6,0,13,0
CUST0814,42,0,95400,6,1,11,0
CUST0815,39,0,132620,3,0,3,0
CUST0816,44,0,128079,8,1,12,0
CUST0817,66,1,1000000,5,0,5,0
CUST0818,30,0,117385,7,0,14,0
CUST0819,50,0,118102,9,0,11,0
CUST0820,51,0,5000000,5,0,5,0
CUST0821,58,0,131732,5,0,14,0
CUST0822,52,0,42564,4,0,150,0
CUST0823,18,1,34336,6,0,14,0
CUST0824,38,1,,2,0,1,0
CUST0825,65,1,,3,0,12,0
CUST0826,23,1,61021,1,0,,0
CUST0827,45,0,28782,,0,5,1
CUST0828,34,0,113877,2,0,1,0
CUST0829,22,0,140454,8,0,12,0
CUST0830,48,1,145597,8,0,5,0
CUST0831,22,0,114630,2,1,13,0
CUST0832,55,0,76697,6,0,13,0
CUST0833,20,0,114402,5,0,10,0
CUST0834,40,0,144774,3,0,6,0
CUST0835,54,1,147652,5,1,1,0
CUST0836,54,0,113112,,0,4,0
CUST0837,27,0,67719,5,1,5,0
CUST0838,27,1,121528,,0,3,0
CUST0839,36,1,,3,1,1,0
CUST0840,34,0,105103,,0,2,0
CUST0841,38,0,134987,,0,13,0
CUST0842,31,0,28513,,0,9,1
CUST0843,26,0,140183,4,1,8,0
CUST0844,63,1,38335,4,1,12,0
CUST0845,18,1,69140,1,0,5,0
CUST0846,68,1,129126,8,0,1,0
CUST0847,62,1,105373,1,0,8,0
CUST0848,30,1,102658,8,0,3,0
CUST0849,21,1,2000000,7,0,10,0
CUST0850,18,1,56007,9,0,12,0
CUST0851,66,0,81947,8,1,7,0
CUST0852,57,1,131833,5,0,9,0
CUST0853,49,0,143637,8,0,6,0
CUST0854,51,0,145721,3,0,11,0
CUST0855,45,1,118220,7,1,10,0
CUST0856,48,1,51393,4,1,2,0
CUST0857,25,1,82480,5,0,14,0
CUST0858,56,1,142243,9,1,7,0
CUST0859,43,0,,7,1,3,0
CUST0860,51,1,111335,4,0,1,0
CUST0861,20,1,129263,6,0,10,0
CUST0862,67,1,37242,7,1,4,0
CUST0863,29,0,30993,9,0,,0
CUST0864,18,0,121341,,0,12,0
CUST0865,,0,118650,3,0,7,0
CUST0866,,1,128325,8,0,13,0
CUST0867,47,0,2000000,0,1,7,0
CUST0868,47,0,,9,0,2,0
CUST0869,34,0,77066,1,0,1,0
CUST0870,65,0,136850,2,1,200,0
CUST0871,64,1,67942,8,0,8,0
CUST0872,40,0,41138,9,0,8,0
CUST0873,32,0,143558,7,1,14,0
CUST0874,54,1,69527,3,0,1,0
CUST0875,38,1,34190,7,0,10,0
CUST0876,31,0,117259,6,0,14,0
CUST0877,19,1,144773,2,0,6,0
CUST0878,28,0,103422,3,1,5,0
CUST0879,68,0,85609,5,0,13,0
CUST0880,56,0,107315,4,0,6,0
CUST0881,55,1,121403,2,0,6,0
CUST0882,51,0,54086,4,0,7,0
CUST0883,55,1,42322,,1,7,0
CUST0884,67,0,133132,5,1,9,0
CUST0885,51,1,129409,5,1,13,0
CUST0886,35,0,144324,3,0,10,0
CUST0887,47,0,111993,8,1,1,0
CUST0888,32,0,110610,6,0,11,0
CUST0889,44,0,30664,2,1,11,1
CUST0890,68,0,126505,2,1,11,0
CUST0891,51,0,78331,9,0,3,0
CUST0892,69,1,53942,7,0,150,0
CUST0893,55,0,88028,9,0,12,0
CUST0894,,1,54059,6,0,14,0
CUST0895,41,0,82557,5,1,10,0
CUST0896,32,1,138457,1,0,9,0
CUST0897,47,1,77389,6,0,11,0
CUST0898,59,0,78014,6,0,12,0
CUST0899,68,1,62571,3,1,7,0
CUST0900,34,1,55297,3,0,13,0
CUST0901,22,0,68890,3,0,12,0
CUST0902,46,0,46322,3,0,12,0
CUST0903,21,0,60739,7,0,2,0
CUST0904,27,1,34719,2,0,11,1
CUST0905,34,0,104553,2,1,100,0
CUST0906,27,1,33314,3,0,150,0
CUST0907,34,0,118831,7,0,12,0
CUST0908,37,0,100164,3,0,11,0
CUST0909,41,0,132658,7,0,200,0
CUST0910,22,1,102028,9,0,12,0
CUST0911,51,1,63900,4,0,1,0
CUST0912,23,1,142174,7,0,1,0
CUST0913,19,1,40357,9,0,7,0
CUST0914,30,1,123865,,0,13,0
CUST0915,60,0,45365,8,1,8,0
CUST0916,60,1,64029,9,0,8,0
CUST0917,65,0,26737,5,1,,0
CUST0918,28,1,99632,5,1,7,0
CUST0919,68,0,113080,3,0,4,0
CUST0920,64,0,103218,,1,200,0
CUST0921,40,1,149606,8,0,8,0
CUST0922,33,1,52499,5,0,5,0
CUST0923,48,0,135027,4,0,11,0
CUST0924,28,1,135402,8,0,14,0
CUST0925,33,0,132430,7,0,6,0
CUST0926,,0,71157,6,0,7,0
CUST0927,21,0,81247,5,0,12,0
CUST0928,57,1,66034,5,0,4,0
CUST0929,21,0,25294,2,0,100,1
CUST0930,42,0,127152,4,0,11,0
CUST0931,20,0,49596,8,0,12,0
CUST0932,49,1,,8,0,,0
CUST0933,20,0,36434,,0,6,1
CUST0934,44,1,87249,2,0,1,0
CUST0935,46,0,65861,5,1,13,0
CUST0936,49,1,,9,1,10,0
CUST0937,67,0,111120,7,0,11,0
CUST0938,68,1,71228,5,1,13,0
CUST0939,36,0,28771,1,0,5,1
CUST0940,38,0,99099,6,0,7,0
CUST0941,22,0,145811,8,1,4,0
CUST0942,35,0,81799,7,0,9,0
CUST0943,45,1,,2,1,14,0
CUST0944,59,0,46872,5,0,1,0
CUST0945,39,1,124468,4,0,2,0
CUST0946,38,0,83436,9,0,5,0
CUST0947,,0,132779,1,0,9,0
CUST0948,18,0,149891,6,0,5,0
CUST0949,22,1,148725,3,0,7,0
CUST0950,58,0,119869,9,1,4,0
CUST0951,29,0,148400,5,0,4,0
CUST0952,43,1,59927,6,0,6,0
CUST0953,63,0,144154,9,0,9,0
CUST0954,51,1,112458,9,1,12,0
CUST0955,66,1,102924,8,0,13,0
CUST0956,31,1,54332,9,0,14,0
CUST0957,43,1,71737,4,1,4,0
CUST0958,62,0,,6,0,14,0
CUST0959,44,1,101281,5,0,8,0
CUST0960,26,1,76952,5,1,5,0
CUST0961,43,1,45991,4,1,6,0
CUST0962,64,0,52472,2,0,11,0
CUST0963,39,0,84946,6,0,7,0
CUST0964,64,1,130566,9,1,12,0
CUST0965,47,1,51849,1,0,4,0
CUST0966,60,0,26541,7,1,13,0
CUST0967,65,1,30712,6,0,10,0
CUST0968,34,1,68074,3,0,3,0
CUST0969,43,1,127795,1,0,14,0
CUST0970,53,0,57490,4,1,,0
CUST0971,18,1,126387,9,1,14,0
CUST0972,25,0,145044,2,0,7,0
CUST0973,66,1,125161,3,1,11,0
CUST0974,,0,25769,2,0,9,1
CUST0975,69,1,42806,2,0,8,1
CUST0976,32,0,115518,8,1,1,0
CUST0977,64,1,27972,3,1,2,0
CUST0978,39,1,43256,7,1,11,0
CUST0979,31,0,128903,8,1,3,0
CUST0980,43,1,,3,0,12,0
CUST0981,45,0,132038,2,0,6,0
CUST0982,40,0,,8,1,5,0
CUST0983,31,0,64339,3,0,9,0
CUST0984,41,1,50757,7,0,9,0
CUST0985,19,0,128376,1,0,10,0
CUST0986,62,1,67399,6,0,1,0
CUST0987,43,0,71598,9,1,3,0
CUST0988,31,0,122605,3,0,5,0
CUST0989,69,0,,7,1,2,0
CUST0990,24,1,63231,6,0,14,0
CUST0991,,0,52909,,0,1,0
CUST0992,64,1,,3,0,1,0
CUST0993,40,0,101631,3,0,9,0
CUST0994,63,1,,4,0,200,0
CUST0995,60,0,114951,3,0,11,0
CUST0996,64,0,88767,9,0,3,0
CUST0997,62,0,56434,4,0,,0
CUST0998,35,1,26313,6,0,1,0
CUST0999,55,0,32847,8,0,14,0
CUST1000,52,1,75222,8,0,9,0
CUST1001,68,1,99702,,0,1,0
CUST1002,30,1,34930,5,1,12,0
CUST1003,42,1,28285,6,0,9,0
CUST1004,54,1,148637,7,1,14,0
CUST1005,45,0,60863,7,1,1,0
CUST1006,27,1,41704,4,0,3,0
CUST1007,56,1,43705,6,1,3,0
CUST1008,34,0,25555,7,0,1,0
CUST1009,56,1,46323,5,1,6,0
CUST1010,,0,95968,5,1,6,0
CUST1011,43,0,91922,2,0,,0
CUST1012,61,0,81483,7,0,10,0
CUST1013,42,0,,6,0,9,0
CUST1014,34,0,35619,1,0,9,1
CUST1015,30,0,97390,4,0,1,0
CUST1016,37,1,133500,3,0,10,0
CUST1017,42,0,139337,3,0,7,0
CUST1018,21,1,84274,7,0,,0
CUST1019,27,0,98173,4,1,13,0
CUST1020,20,1,,8,1,,0
CUST1021,,0,136266,9,0,6,0
CUST1022,62,1,51739,3,0,6,0
CUST1023,35,0,72708,5,0,10,0
CUST1024,64,1,78019,4,0,5,0
CUST1025,,0,101154,6,1,11,0
CUST1026,64,0,127097,4,0,3,0
CUST1027,39,1,32373,8,0,10,0
CUST1028,51,0,60281,3,1,7,0
CUST1029,64,0,45187,5,1,1,0
CUST1030,25,0,,1,0,6,0
CUST1031,57,1,122927,6,0,2,0
CUST1032,66,1,132113,5,0,13,0
CUST1033,61,1,109085,8,0,2,0
CUST1034,36,1,142996,9,1,13,0
CUST1035,59,0,64220,8,0,6,0
CUST1036,58,1,147755,8,0,11,0
CUST1037,54,0,32642,3,1,2,0
CUST1038,23,1,104971,4,1,,0
CUST1039,69,0,80556,4,1,,0
CUST1040,43,0,62440,5,0,4,0
CUST1041,51,0,63192,9,0,7,0
CUST1042,62,1,149257,9,0,13,0
CUST1043,23,1,29381,,0,12,1
CUST1044,54,1,125692,8,0,3,0
CUST1045,50,1,44558,1,0,6,1
CUST1046,39,1,55782,2,0,6,0
CUST1047,38,1,29782,7,1,1,0
CUST1048,23,1,116417,8,0,13,0
CUST1049,23,0,79712,1,1,7,0
CUST1050,65,1,134331,3,0,9,0
CUST1051,21,1,119945,7,1,11,0
CUST1052,47,1,44462,9,0,9,0
CUST1053,28,0,85030,8,1,14,0
CUST1054,47,0,93519,8,0,13,0
CUST1055,48,0,81411,9,0,8,0
CUST1056,41,0,82426,3,1,5,0
CUST1057,26,1,122469,8,0,13,0
CUST1058,18,0,71950,1,0,4,0
CUST1059,68,1,30981,8,1,1,0
CUST1060,48,1,85926,7,1,1,0
CUST1061,57,0,37730,8,0,8,0
CUST1062,54,0,100828,1,0,13,0
CUST1063,53,1,40089,6,0,3,0
CUST1064,41,0,29581,7,0,1,0
CUST1065,48,0,36907,5,1,10,0
CUST1066,23,1,30609,5,0,9,0
CUST1067,19,1,76153,7,0,11,0
CUST1068,,1,75539,3,1,2,0
CUST1069,45,1,69143,6,0,,0
CUST1070,28,1,47936,7,0,13,0
CUST1071,21,1,75182,1,0,10,0
CUST1072,32,1,133261,2,0,12,0
CUST1073,23,0,136259,4,0,,0
CUST1074,66,0,124524,8,0,10,0
CUST1075,47,0,120042,6,0,7,0
CUST1076,55,1,38163,1,0,12,1
CUST1077,68,0,84758,5,0,9,0
CUST1078,19,0,71057,7,0,1,0
CUST1079,32,0,37537,6,0,7,0
CUST1080,28,1,47419,9,0,13,0
CUST1081,25,0,67578,8,0,12,0
CUST1082,44,1,99991,4,0,1,0
CUST1083,68,1,146211,5,0,10,0
CUST1084,62,0,147762,7,0,1,0
CUST1085,61,0,99599,8,1,7,0
CUST1086,22,1,25834,5,0,6,0
CUST1087,23,0,57214,9,1,4,0
CUST1088,43,0,117934,,1,14,0
CUST1089,21,1,148798,4,0,12,0
CUST1090,36,0,125028,8,0,9,0
CUST1091,37,1,146286,1,1,1,0
CUST1092,50,0,27413,8,0,8,0
CUST1093,37,0,34505,5,1,4,0
CUST1094,66,1,145681,1,0,7,0
CUST1095,29,0,127802,4,0,12,0
CUST1096,64,0,31789,2,0,,1
CUST1097,,0,93104,4,0,,0
CUST1098,,0,132634,8,0,8,0
CUST1099,,0,139897,5,0,9,0
CUST1100,55,0,83408,1,1,6,0
CUST1101,54,0,67084,7,1,1,0
CUST1102,28,0,141908,1,0,2,0
CUST1103,53,1,139921,9,1,13,0
CUST1104,30,0,124096,,1,1,0
CUST1105,60,1,104731,3,1,4,0
CUST1106,20,0,137205,6,0,1,0
CUST1107,50,0,90131,6,1,4,0
CUST1108,23,0,89280,6,0,12,0
CUST1109,67,0,,1,0,8,1
CUST1110,27,0,142798,,1,1,0
CUST1111,22,1,141854,6,0,8,0
CUST1112,40,0,131830,,0,6,0
CUST1113,27,1,83703,1,1,6,0
CUST1114,61,1,106434,5,0,13,0
CUST1115,19,1,,3,1,4,0
CUST1116,30,0,46577,2,1,7,1
CUST1117,57,0,26214,8,0,6,0
CUST1118,19,0,111339,7,0,5,0
CUST1119,37,1,73114,7,1,1,0
CUST1120,18,1,114234,4,0,5,0
CUST1121,54,1,92886,9,1,13,0
CUST1122,26,1,148163,5,1,1,0
CUST1123,34,0,57980,2,0,1,0
CUST1124,26,1,92194,3,0,8,0
CUST1125,28,1,102806,4,1,12,0
CUST1126,32,1,137333,5,0,4,0
CUST1127,41,1,62792,,0,9,0
CUST1128,55,1,70807,7,1,200,0
CUST1129,,1,149297,5,1,3,0
CUST1130,,0,,5,0,11,0
CUST1131,48,0,30141,6,0,200,0
CUST1132,66,0,141482,7,0,7,0
CUST1133,22,0,129292,8,1,14,0
CUST1134,61,1,147984,9,1,4,0
CUST1135,67,0,38777,4,1,200,0
CUST1136,,0,63346,5,0,6,0
CUST1137,28,1,79703,5,1,2,0
CUST1138,26,0,119977,8,1,200,0
CUST1139,55,1,75395,9,0,7,0
CUST1140,29,1,53469,7,0,7,0
CUST1141,52,1,28845,5,1,2,0
CUST1142,52,0,138498,3,0,8,0
CUST1143,18,0,48290,1,0,13,1
CUST1144,57,0,141348,9,0,7,0
CUST1145,39,1,55699,5,0,1,0
CUST1146,46,1,69252,9,0,7,0
CUST1147,25,1,123682,,0,11,0
CUST1148,28,1,28293,5,1,10,0
CUST1149,58,0,143017,4,1,14,0
CUST1150,54,1,144496,2,1,3,0
CUST1151,31,0,134934,1,0,5,0
CUST1152,47,0,82089,8,1,13,0
CUST1153,52,1,136964,4,1,12,0
CUST1154,38,0,41608,5,0,9,0
CUST1155,54,1,91273,6,0,8,0
CUST1156,22,1,41619,8,0,4,0
CUST1157,36,1,103006,8,1,6,0
CUST1158,,0,140399,7,0,12,0
CUST1159,43,1,112908,4,1,14,0
CUST1160,21,0,106653,6,0,1,0
CUST1161,42,0,44591,,0,8,0
CUST1162,62,1,,7,1,13,0
CUST1163,59,0,119830,1,0,5,0
CUST1164,42,0,81325,5,0,10,0
CUST1165,35,1,140947,4,1,3,0
CUST1166,57,1,46630,7,1,5,0
CUST1167,25,0,130575,9,0,4,0
CUST1168,56,1,140436,5,0,2,0
CUST1169,57,0,37178,4,0,6,0
CUST1170,31,1,44935,9,1,2,0
CUST1171,49,1,72258,5,0,12,0
CUST1172,65,1,2000000,9,0,13,0
CUST1173,55,1,88722,8,0,14,0
CUST1174,,0,48027,4,1,12,0
CUST1175,40,1,121544,7,1,1,0
CUST1176,32,0,82853,5,1,13,0
CUST1177,50,0,137167,4,0,3,0
CUST1178,42,0,95608,5,1,6,0
CUST1179,34,0,97388,5,0,4,0
CUST1180,50,1,106818,8,0,13,0
CUST1181,64,1,101669,9,1,8,0
CUST1182,19,0,40111,6,0,9,0
CUST1183,31,1,57312,,0,14,0
CUST1184,57,0,49161,2,1,6,1
CUST1185,57,1,148003,3,0,11,0
CUST1186,68,0,134696,2,0,13,0
CUST1187,56,0,92313,5,0,8,0
CUST1188,68,0,75374,6,0,13,0
CUST1189,23,0,49014,5,1,8,0
CUST1190,23,0,105308,2,0,11,0
CUST1191,20,0,71389,5,1,1,0
CUST1192,24,0,135163,9,0,14,0
CUST1193,68,1,43161,4,0,1,0
CUST1194,25,1,1000000,2,0,10,0
CUST1195,59,1,,3,1,3,0
CUST1196,69,0,144547,3,0,3,0
CUST1197,32,1,132197,9,1,12,0
CUST1198,64,0,49502,4,0,1,0
CUST1199,46,0,60757,1,1,2,0
CUST1200,50,0,66111,1,1,2,0
CUST1201,69,0,,7,1,4,0
CUST1202,47,1,108245,7,1,,0
CUST1203,56,0,83645,2,0,8,0
CUST1204,44,0,138920,9,1,7,0
CUST1205,53,1,84055,9,0,7,0
CUST1206,46,1,144815,5,0,2,0
CUST1207,55,0,,3,0,1,0
CUST1208,50,0,53906,3,0,1,0
CUST1209,54,1,126026,3,0,11,0
CUST1210,46,0,95192,6,0,5,0
CUST1211,50,0,80011,4,0,,0
CUST1212,21,1,61901,8,0,9,0
CUST1213,39,0,116271,5,0,1,0
CUST1214,19,0,77021,1,1,13,0
CUST1215,27,0,54092,9,1,10,0
CUST1216,22,0,26242,1,1,5,1
CUST1217,27,1,131843,6,0,8,0
CUST1218,50,1,26831,1,0,10,1
CUST1219,55,1,75721,3,1,8,0
CUST1220,30,1,53511,5,1,12,0
CUST1221,48,1,101020,7,1,11,0
CUST1222,64,0,122003,8,0,14,0
CUST1223,53,0,47298,9,0,3,0
CUST1224,62,0,,6,1,6,0
CUST1225,41,0,31356,9,0,13,0
CUST1226,69,0,127062,8,0,10,0
CUST1227,32,1,129301,9,1,6,0
CUST1228,46,1,76507,4,1,3,0
CUST1229,25,0,149277,9,0,4,0
CUST1230,22,0,101508,7,0,,0
CUST1231,43,1,138672,5,1,8,0
CUST1232,64,0,127555,5,0,6,0
CUST1233,21,1,35683,1,1,6,1
CUST1234,29,0,48664,2,1,9,1
CUST1235,62,0,131741,3,1,6,0
CUST1236,19,0,145012,8,1,14,0
CUST1237,44,0,58172,6,0,8,0
CUST1238,48,0,108641,5,0,4,0
CUST1239,68,0,89340,1,0,5,0
CUST1240,68,0,,9,0,2,0
CUST1241,53,0,36017,2,0,1,0
CUST1242,53,0,61613,,0,10,0
CUST1243,43,1,113693,,1,11,0
CUST1244,,1,101920,3,0,1,0
CUST1245,,0,55348,2,0,7,0
CUST1246,22,1,41448,,0,12,0
CUST1247,37,1,34491,7,0,1,0
CUST1248,28,0,103648,8,0,9,0
CUST1249,,0,146070,3,0,6,0
CUST1250,57,0,121557,6,0,4,0
CUST1251,55,1,83759,6,1,12,0
CUST1252,23,1,69553,1,1,5,0
CUST1253,25,1,25968,6,1,7,0
CUST1254,40,1,25368,2,0,3,0
CUST1255,64,1,98960,3,0,5,0
CUST1256,43,1,60010,3,0,13,0
CUST1257,63,0,79154,8,0,10,0
CUST1258,60,0,60851,5,0,2,0
CUST1259,29,1,147761,4,0,6,0
CUST1260,43,1,50496,9,1,1,0
CUST1261,,0,148568,9,0,,0
CUST1262,57,1,55936,1,0,7,0
CUST1263,35,0,103858,2,0,12,0
CUST1264,42,1,92005,8,0,100,0
CUST1265,50,1,62493,5,1,11,0
CUST1266,64,1,,7,0,11,0
CUST1267,57,1,61390,1,0,7,0
CUST1268,60,0,35292,5,0,1,0
CUST1269,31,0,117377,3,0,2,0
CUST1270,61,0,53365,2,0,11,0
CUST1271,53,1,42207,2,1,5,1
CUST1272,65,0,126735,9,1,11,0
CUST1273,21,0,47912,4,1,8,0
CUST1274,22,0,1000000,4,0,11,0
CUST1275,54,1,127517,7,0,11,0
CUST1276,25,1,105771,2,0,,0
CUST1277,59,0,81572,3,1,100,0
CUST1278,66,0,132293,3,1,1,0
CUST1279,45,1,124083,,1,3,0
CUST1280,48,1,138655,3,0,13,0
CUST1281,26,1,134346,5,0,3,0
CUST1282,68,0,44276,3,0,9,0
CUST1283,46,1,122459,3,0,7,0
CUST1284,31,0,,8,0,7,0
CUST1285,57,0,117005,3,0,9,0
CUST1286,58,0,,5,1,5,0
CUST1287,39,0,60670,7,0,7,0
CUST1288,28,1,87147,7,0,8,0
CUST1289,40,0,123099,2,0,4,0
CUST1290,18,1,136695,3,0,1,0
CUST1291,63,0,61486,4,1,1,0
CUST1292,54,0,94681,7,0,1,0
CUST1293,38,1,59268,,0,1,0
CUST1294,43,0,132338,3,1,4,0
CUST1295,63,0,106335,7,0,6,0
CUST1296,53,1,51336,7,0,6,0
CUST1297,,0,28641,3,1,14,0
CUST1298,18,0,112132,1,1,3,0
CUST1299,,0,57959,3,0,12,0
CUST1300,57,1,2000000,5,0,3,0
CUST1301,32,1,71182,7,0,150,0
CUST1302,38,1,99123,4,1,13,0
CUST1303,64,0,81326,1,0,10,0
CUST1304,26,1,121895,6,1,14,0
CUST1305,26,0,46498,2,1,9,1
CUST1306,27,1,95198,3,1,150,0
CUST1307,69,0,127630,4,0,10,0
CUST1308,43,1,132369,6,0,1,0
CUST1309,58,1,52197,6,0,2,0
CUST1310,52,1,45719,7,1,7,0
CUST1311,69,1,,5,0,14,0
CUST1312,42,0,137549,7,0,1,0
CUST1313,43,0,1000000,2,0,3,0
CUST1314,28,0,84624,1,0,,0
CUST1315,55,0,106657,8,0,4,0
CUST1316,19,0,66964,1,0,1,0
CUST1317,24,0,55028,2,0,1,0
CUST1318,35,0,136030,6,0,5,0
CUST1319,44,0,79646,1,0,12,0
CUST1320,51,1,106187,3,1,12,0
CUST1321,44,0,,7,1,4,0
CUST1322,34,1,142399,8,0,2,0
CUST1323,60,0,81747,4,0,10,0
CUST1324,61,0,73922,3,1,10,0
CUST1325,68,1,31273,1,0,14,1
CUST1326,,1,96820,9,0,,0
CUST1327,42,0,116228,6,0,8,0
CUST1328,24,0,99353,6,0,2,0
CUST1329,69,1,119491,9,0,,0
CUST1330,23,0,117091,,1,,0
CUST1331,41,0,115190,6,1,8,0
CUST1332,50,0,75830,5,0,,0
CUST1333,66,0,131718,6,0,5,0
CUST1334,46,0,42127,8,0,2,0
CUST1335,60,1,140150,5,0,5,0
CUST1336,41,0,108488,2,0,4,0
CUST1337,43,0,36539,2,0,5,1
CUST1338,45,1,71761,5,1,150,0
CUST1339,67,1,71219,3,0,13,0
CUST1340,38,1,39692,3,1,6,0
CUST1341,66,0,108656,8,0,8,0
